MCM2	0
IL22RA2	0.000224481
HNRNPA1	0.00160579
RC3H1	0.00162599
PABPC1	0.00176954
SYNCRIP	0.00190754
STAT3	0.00209887
HSP90AA1	0.00246473
MYH9	0.00315122
EZR	0.00360538
MAP1LC3B	0.00363778
SKP2	0.004656
ZER1	0.00472322
PCLAF	0.00479137
KRT18	0.00482647
ARL5B	0.00493729
MCM7	0.00522623
YWHAZ	0.00524718
LMNA	0.0057912
DAG1	0.00640893
CST5	0.00651228
ANXA2	0.0067613
IFNA2	0.00715623
HSPA8	0.00725629
CALR	0.00731267
PRMT1	0.00741755
BRD4	0.00755342
PAK4	0.00784407
HSPB1	0.00799163
HNRNPH1	0.00846823
PTMA	0.00879901
MYC	0.00933053
RPS19	0.00939748
PHB1	0.0100718
BIRC3	0.0103822
MSN	0.0105337
ILF3	0.0105911
CHD4	0.0111007
RBX1	0.0115239
LGALS3	0.0115865
TUBA1A	0.0118212
HNRNPA2B1	0.0121745
ANP32B	0.0124806
RPS18	0.0127916
EPHB2	0.0133653
GRB2	0.0137151
IL22	0.013748
EIF3E	0.0137917
IL9	0.0139509
KRTAP12-3	0.0140383
SUMO2	0.0140518
ESR2	0.0140616
PPP2CA	0.0140929
IL20	0.0142302
GRN	0.0144639
TRAF6	0.0145319
PEAK1	0.0145738
EFTUD2	0.0146111
MTDH	0.0150822
YBX1	0.0153583
CFTR	0.015488
PKM	0.0155805
ZNF587	0.0156192
RNF123	0.0156355
QKI	0.0156816
TFAP2A	0.0160263
PTPRS	0.0161745
PROK1	0.0164938
TM2D3	0.0167974
CLU	0.0168333
IL1RN	0.0168844
CD53	0.0169926
TCF7L2	0.0170123
CDK1	0.0170337
CERS4	0.017163
GANAB	0.0174327
RPL31	0.0176296
ACTN4	0.017675
IGHG1	0.0176841
TUBA4A	0.0179126
MDM2	0.0179653
LRIF1	0.018122
USF2	0.0182024
SLC16A2	0.0182174
ANP32A	0.0182311
CYLD	0.0183424
TPI1	0.0184193
COPB1	0.0184862
CNOT1	0.0185147
MYO18A	0.0187188
STUB1	0.0187483
ESR1	0.0187527
S100A8	0.0188217
MAPK1	0.0190155
COPS5	0.0190382
EEF1G	0.019068
RPS4X	0.019232
TUBB3	0.0192473
DYNLL1	0.0192625
PPP2R2B	0.0192954
SRC	0.0195614
MAP4K4	0.0195748
SRRT	0.0196403
IL1A	0.0196433
IL4R	0.0196712
RIF1	0.0198458
WFS1	0.0198643
IKBKG	0.0199779
VAPA	0.0201829
TRIP13	0.0204337
CASK	0.0204495
API5	0.0205112
SCAMP1	0.0206161
IL17A	0.0207784
PRKACA	0.0209324
AIFM1	0.0209536
SLC38A1	0.0211114
HTT	0.0211539
A2M	0.0211749
BMP5	0.0211971
DCAF4	0.021244
MAP2K1	0.021282
CEBPB	0.0214654
SEC22B	0.0215083
RALBP1	0.0215418
MAP3K1	0.0215854
COPS6	0.0216686
NPM1	0.0217253
SQSTM1	0.021799
YBX3	0.021991
