CST5	0
IL22RA2	0.00754821
SYNCRIP	0.00969916
HNRNPA1	0.00970807
HSP90AA1	0.0104527
ZER1	0.0115581
MCM2	0.0116069
STAT3	0.0119037
HSPA8	0.0123881
MYH9	0.0127811
EZR	0.0132122
HNRNPH1	0.0138883
YWHAZ	0.014137
LMNA	0.0147804
PABPC1	0.0148711
PROK1	0.0153567
SKP2	0.0158693
KRT18	0.0158835
ANXA2	0.0162223
IL9	0.0166109
CERS4	0.0173027
HSPB1	0.017947
A2M	0.0184245
BRD4	0.0188227
IFNA2	0.0192128
ZNF587	0.0192913
MAP1LC3B	0.0193242
PHB1	0.0198403
RPS19	0.020496
PAK4	0.0205681
BMP5	0.0206154
HNRNPA2B1	0.020806
ESR1	0.0208318
ILF3	0.0208535
GRB2	0.0208702
CALR	0.0208851
RC3H1	0.0208865
KRTAP12-3	0.0214496
ESR2	0.0215645
CDK1	0.0220154
MSN	0.0221455
SLC16A2	0.0226179
PRMT1	0.0229314
CCL23	0.0232038
MCM7	0.0232307
DAG1	0.0235416
IL1RN	0.0237084
PKM	0.0237641
IGHG1	0.0244411
SRC	0.0245117
EFTUD2	0.0246419
YBX1	0.0246802
IL20	0.0247398
PCLAF	0.0248242
TGFBR2	0.0258674
GRN	0.0260981
RPS18	0.0261524
MAPK1	0.026733
TUBA4A	0.0269646
EIF3E	0.027097
LGALS3	0.0272583
MYC	0.027395
HSPA5	0.0275704
CXCR5	0.0277169
PPP2CA	0.0279236
NPM1	0.0280643
ACTN4	0.0281682
PEAK1	0.0282221
BEX2	0.0283793
EPHB2	0.0284157
RPL31	0.0284194
SLC38A1	0.029013
RPS4X	0.0292116
EEF1G	0.0293158
IL1A	0.0293424
CXCR6	0.0293876
SNTA1	0.0294347
STAT5B	0.0294421
MYO18A	0.0294696
LRIF1	0.0296758
GANAB	0.0299156
S100A8	0.0299817
CHD4	0.0300222
TFAP2A	0.0301604
CCR8	0.0302098
CSNK2B	0.0305725
NTAQ1	0.0305759
TUBA1A	0.0306537
TNFSF10	0.0307311
HTT	0.0307389
STUB1	0.0307541
CFTR	0.0308047
APP	0.0308285
SQSTM1	0.0308336
CCL19	0.030878
MAP4K4	0.0309943
TDGF1	0.0310262
SOS1	0.0310532
ENO1	0.0311727
YWHAE	0.0314719
FYN	0.0315583
TGFB1	0.0315792
CCL27	0.0318626
TRAF6	0.0318639
PTPRC	0.0321159
ANP32B	0.0321424
HOXA1	0.0321699
RNF123	0.0323911
FGFR1	0.0324349
DYNLL1	0.0324895
TCF7L2	0.0329007
KIT	0.0329286
STK16	0.0332041
EP300	0.0332323
TRAF2	0.0332348
BIRC2	0.0332389
BIRC3	0.0332854
RPL35A	0.0333056
TNFRSF9	0.0333522
AIFM1	0.0333962
WFS1	0.0334302
RALBP1	0.0335521
CUL3	0.0337312
ADAMTSL4	0.0338187
KRTAP1-3	0.0338951
NF2	0.0339065
SGTB	0.0339354
GLS	0.0340111
MTDH	0.0341666
CCR9	0.0341771
CCR7	0.0342283
SNTG1	0.0342314
CSF3R	0.0342868
ZDHHC17	0.0342918
CXCL3	0.034308
IKBKG	0.0343198
FZR1	0.0345152
CLU	0.0345158
TUBB3	0.0345219
EEF1A1	0.0345378
LAPTM4B	0.0345533
CSF1	0.0348232
RBX1	0.0349373
CYLD	0.0350317
PRKACA	0.0350408
IFNGR1	0.0350843
DCAF4	0.0350993
PIK3CD	0.0351898
MID2	0.0353384
TRIP13	0.0353713
KRT31	0.0353718
PTPRS	0.0355073
PIK3R2	0.0355517
TPI1	0.0356305
PTMA	0.0357381
PLEC	0.0357785
HGS	0.0359197
CYSRT1	0.0360331
ACTB	0.0360546
IL22	0.0361334
GHR	0.0361589
CNOT1	0.0361813
HSP90B1	0.0362925
YBX3	0.0364817
TNFRSF11A	0.0365024
IL17A	0.0365466
IL6ST	0.0365609
VIRMA	0.0365974
CCR3	0.0366304
CRYAB	0.0366903
MIF	0.0366923
MET	0.0367913
PPBP	0.0367926
SEC22B	0.0368251
PAK1	0.0368918
MAP3K7	0.0369007
TRIM27	0.0369018
SNX27	0.0369045
RPL9	0.0369118
MAP3K1	0.0369577
EDA	0.0371505
NFKB1	0.0371889
COPB1	0.0372219
EZH2	0.0372313
PTPRG	0.0373067
FST	0.0374075
UBQLN4	0.0374484
SERPINB4	0.037451
LTF	0.0374781
RIF1	0.0374803
IFNG	0.0375236
GOPC	0.0375643
IFNAR1	0.0375799
CCL17	0.0376019
NCBP3	0.0376371
IL10RB	0.0378109
SLC39A10	0.0378199
LIFR	0.0380113
TRAF3	0.0380816
SCAMP1	0.0381078
FADD	0.0381697
VAPA	0.038173
SRGN	0.0382645
ANP32A	0.0384683
XPO5	0.0384717
ABL1	0.0386125
EPOR	0.0386638
TNIK	0.0386841
TRAF4	0.0387604
QKI	0.0388641
CS	0.0389426
PAK2	0.0389546
CBLB	0.0390341
CERK	0.0390923
VHL	0.0391137
DEFB1	0.0391689
FBXW7	0.0391764
MAP2K1	0.0392018
IKBKB	0.0393055
ADAMTS2	0.0393814
TUBB	0.0393839
RANBP9	0.0393972
SP1	0.0394971
IL17F	0.0395429
MCM3	0.0395575
CXCL13	0.0395607
RACK1	0.0395658
CASP8	0.039573
SRSF1	0.0396756
CCDC8	0.0397276
LGALS1	0.0397504
ISG15	0.0398101
NDUFAF1	0.0398281
CCR4	0.0399004
GIPC1	0.0399034
MEOX2	0.0400188
HEATR1	0.0400392
CASP3	0.0400712
STK11	0.0401213
TBK1	0.0401397
SUMO2	0.04015
ACTG1	0.0401504
BSG	0.0401929
CSF2RA	0.040206
HIF1A	0.0403111
IL2RG	0.0403579
CALM1	0.0403793
MAPK3	0.0404582
HTRA2	0.0404633
GFER	0.0404946
LYN	0.0405104
ARMC8	0.0405361
CD14	0.0405515
CDC5L	0.0406177
DDX19B	0.0406425
AHNAK2	0.040749
CDK9	0.0408417
RHOU	0.0409472
IL16	0.0410547
TRAF1	0.0410931
ERBB4	0.0411285
HLA-C	0.0411691
OSMR	0.0411973
SH3GL2	0.0412496
VIM	0.0412552
FASLG	0.0413138
IKZF4	0.0413713
GOLGA2	0.0413795
SHARPIN	0.0414053
PSTPIP1	0.0414538
COPS5	0.0415673
API5	0.0416319
MAEA	0.0416635
MTUS2	0.0416904
IFNGR2	0.0417241
HSPA9	0.0417246
TP53	0.0417478
COPS6	0.0417564
BMP4	0.0418009
SCNN1A	0.0418144
CASK	0.0418745
HADHB	0.0419327
CCZ1	0.0420014
PTPN1	0.0420098
TXN	0.042024
TGFBR1	0.0420258
TEX101	0.0420739
PIGU	0.0421029
CXCL9	0.0421803
CBL	0.0422118
CHM	0.0422909
CX3CL1	0.0423266
FN1	0.0424179
FTH1	0.0424487
