CST5	0
HSPA8	0.0190321
SYNCRIP	0.0191114
MCM2	0.0193828
HNRNPA1	0.0201132
MYH9	0.0209064
STAT3	0.0227349
HNRNPH1	0.0227915
HSP90AA1	0.022939
HNRNPA2B1	0.023989
IL22RA2	0.0243358
EZR	0.0247744
ZER1	0.0268284
RPS19	0.0269836
PABPC1	0.0272167
IL9	0.0274817
ANXA2	0.0277448
PROK1	0.0278473
YWHAZ	0.0303967
ILF3	0.030994
KRT18	0.031208
LMNA	0.0327386
RPS18	0.0358769
CDK1	0.0365519
PHB	0.0368818
HSPB1	0.0379528
STUB1	0.0382027
PAK4	0.0384931
NPM1	0.0405857
MYC	0.0410196
RC3H1	0.0419704
ZNF587	0.0424272
MCM7	0.0425003
RPL31	0.0428107
PKM	0.0430007
GRB2	0.0430707
GRN	0.0431024
MAP1LC3B	0.0433114
BAG6	0.0434079
CALR	0.0440615
HTT	0.0444576
IFNA2	0.0445982
YBX1	0.0446328
VAPA	0.0448905
VIM	0.0449869
BRD4	0.0456713
TFAP2A	0.0458194
NCBP3	0.0472441
EEF1G	0.0472641
XRCC6	0.0476322
GANAB	0.047747
ACTN4	0.0483844
CHD4	0.0484496
SRC	0.0484709
TGFBR2	0.0486963
MSN	0.0490033
YBX3	0.0491269
ENO1	0.049135
FN1	0.0494996
MAPK1	0.0496587
AIFM1	0.0496877
TUBA1A	0.0497253
ESR1	0.0498729
PPP2CA	0.0502149
DAG1	0.0503371
FYN	0.0503539
SKP2	0.0504896
WDYHV1	0.0509552
RPS4X	0.0512234
PRMT1	0.0512632
HSPA5	0.0519864
PEAK1	0.0520958
IGHG1	0.0522679
COPS5	0.0522752
A2M	0.0525808
LYN	0.0526241
YWHAE	0.0528824
HSP90B1	0.0531885
MDM2	0.0532346
HGS	0.0532394
TPI1	0.053321
CFTR	0.0535318
BMP5	0.0535515
ELAVL1	0.0537846
RIF1	0.0537945
ACTB	0.054156
MYO18A	0.0543428
CSNK2B	0.0543976
EFTUD2	0.0549483
LGALS3	0.0552916
IL1RN	0.0553667
BEX2	0.0556355
HADHB	0.0556712
HSPA9	0.0557377
IL20	0.0560956
IFNG	0.0562711
SUMO2	0.0563135
CYLD	0.056413
SRSF1	0.0567345
SQSTM1	0.0568893
MAP4K4	0.0569785
PTMA	0.0571062
PAK2	0.0573595
SOS1	0.0574054
TRAF6	0.0580388
SLC16A2	0.0582802
IL10RA	0.0583516
UPK2	0.0586518
CASP3	0.0587179
BIRC3	0.0589069
IFNAR1	0.0589993
DYNLL1	0.0589995
BIRC2	0.0592708
PDIA3	0.0594221
RALBP1	0.0594852
TNFRSF9	0.059683
MTDH	0.0597574
RBX1	0.0600093
MAP3K7	0.0600655
ZNF408	0.0601535
CUL3	0.0603477
WFS1	0.0606394
MAP3K1	0.060715
KIT	0.0607212
COPB1	0.0607467
IKBKG	0.0609873
QKI	0.0612409
MCM3	0.0612424
RPL35A	0.0613932
RPL9	0.0614154
PTPN1	0.0614409
TRAF3	0.0617678
TUBB3	0.0620161
STAT5B	0.0620408
PRKACA	0.0621944
CCDC8	0.0623825
CDC5L	0.0624529
EP300	0.0624798
IL22	0.0627276
CRYAB	0.0630782
IL1A	0.0635375
FGFR1	0.0636708
NRG1	0.0636872
CNOT1	0.0638387
MAP2K1	0.063861
PDGFRB	0.0640441
HTRA2	0.0640654
ESR2	0.0641208
CLU	0.0641774
EWSR1	0.0641848
PLEC	0.0644207
HIST4H4	0.0644562
EPHB2	0.0644653
TRIM25	0.0645184
HIF1A	0.06456
VTN	0.0645659
NDEL1	0.064752
ABL1	0.0647992
FBXW7	0.064974
ANP32A	0.0651981
COPS6	0.065286
RNF123	0.0653362
RANBP9	0.0654133
IFNGR2	0.0654986
CCR6	0.0655235
CAPN1	0.0655369
HMGB1	0.0655766
EZH2	0.0657718
MID2	0.065874
SLC38A1	0.065968
CALM1	0.0660133
IL10RB	0.0662407
PRKCI	0.0664218
TRIP13	0.0665481
IL2RG	0.066564
ITGB1	0.0665765
EEF1B2	0.0666346
STK11	0.0666983
TNFSF10	0.0667364
TBK1	0.0668346
GORASP2	0.0669014
KRTAP12-3	0.0671271
TMPO	0.0671422
IKBKB	0.0672722
LGALS1	0.0673887
SDCBP	0.0674296
LIFR	0.0674307
CDH1	0.0676441
FZR1	0.0678625
YY1	0.0678809
CASP8	0.0679863
AKT1	0.0682681
SEC22B	0.0685842
TP53	0.0686048
SOCS3	0.068914
SH3GL2	0.0690478
FADD	0.0694071
EIF3I	0.069555
EGFR	0.0696051
MAPK3	0.0696972
TRIM27	0.0699018
CDK9	0.0702078
GFER	0.0702176
IL33	0.0705917
VIRMA	0.0706015
RACK1	0.0706613
ZNF581	0.0706764
CCL19	0.070994
MBP	0.07104
LRRC25	0.071182
ACTG1	0.071339
LMO7	0.071358
RHOU	0.0718487
TCF7L2	0.0719199
SGTB	0.0720772
PDLIM7	0.0721295
BSCL2	0.0722052
FOS	0.0722716
ATP2B4	0.0724679
GOLGA2	0.0724752
CDKN1A	0.072522
HNRNPU	0.0725357
SF3A2	0.0725872
UBQLN2	0.0726208
ZBTB16	0.0726299
TNFRSF11A	0.0727203
PRPF6	0.0728197
PTPRC	0.0729934
HIST1H2BG	0.0731355
LIF	0.0733782
PTPRG	0.0734093
TEX101	0.0734669
IKZF4	0.0734889
DDX58	0.073518
CSF3R	0.0736061
ISG15	0.0738627
TNIK	0.0739063
GHR	0.0739839
API5	0.0741701
WASF1	0.0741896
NOS2	0.0741906
CD44	0.0742751
TRAF1	0.0742783
PIK3R2	0.0743161
PDCD6IP	0.0744267
SRRT	0.0745247
SGCB	0.0745452
CCL4L1	0.0745546
BMPR1A	0.0746309
TXN	0.0747161
NTRK1	0.0747576
CIT	0.0749562
IL20RA	0.0750099
PIK3R1	0.0750775
TGFBR1	0.0751719
ARL5B	0.0752548
RMC1	0.0754077
ZDHHC17	0.0754799
CASP1	0.0756232
UBE2O	0.0757903
BSG	0.0759868
TM2D3	0.0760323
ZFP36	0.0760651
IDE	0.0760755
IL22RA1	0.0767341
CBL	0.0767817
ITGA4	0.076814
SP1	0.0768143
NMT1	0.0768458
KIF14	0.0771127
CAMK1	0.0771686
CCR8	0.0772585
SNX27	0.0774575
HLA-C	0.0775443
FHL3	0.0777342
ERGIC2	0.0779215
TNFRSF10B	0.0780274
IL17F	0.0783219
DDX19B	0.0784456
OSMR	0.0785368
CERK	0.0787504
CCZ1	0.0790187
SHARPIN	0.0790622
CBLB	0.0790849
SGTA	0.079307
PSTPIP1	0.0794485
RANGAP1	0.0795256
TNFRSF10A	0.0795319
CANX	0.0795855
FASLG	0.0798576
XPO5	0.0798878
CCNA2	0.0799133
NEDD4	0.0799541
FBXO6	0.0799921
CXCR5	0.0800507
TRAF4	0.0800532
KRT31	0.0800775
TRIP6	0.0801168
HEATR1	0.0801603
CISD2	0.080271
CX3CL1	0.0803342
NR3C1	0.0806963
TDGF1	0.080702
CCR3	0.080782
SPDL1	0.0808399
SHC1	0.0808597
ADAMTS2	0.0808982
TRAF2	0.0809428
HLA-B	0.0809686
IL16	0.0809946
ERBB3	0.0811001
TMEM87A	0.0813579
KAT5	0.0813938
RELA	0.0814686
RET	0.0815107
SLC30A1	0.0816328
PTPRS	0.0816625
PDGFRA	0.0816834
ASPH	0.0817462
IL6ST	0.0818202
PIK3CD	0.0819389
RAC1	0.0819596
PF4	0.0820467
CD14	0.0820707
AHNAK2	0.0822147
IL12RB1	0.0824918
PATZ1	0.0825184
CD151	0.0826414
PTPN11	0.082651
FTH1	0.0828817
ALDH18A1	0.0832887
PTPRZ1	0.0833264
CSNK2A1	0.0833727
SREBF2	0.083473
SLC22A18	0.0835802
PPP2R2B	0.0836639
ADRB2	0.0836872
FST	0.0837558
SNTA1	0.0837621
SOCS1	0.0841
LEMD3	0.0842279
AQP3	0.0843651
FAM20C	0.0845149
RPS6KA3	0.0845426
IFNGR1	0.0845452
CCN2	0.0847508
GMCL1	0.0847648
IRAK4	0.0847878
NMU	0.0847985
TGFB1	0.084843
CASK	0.0850204
