CST5	0
ZER1	0.0114599
SYNCRIP	0.0115988
IL22RA2	0.0134341
HSPA8	0.0145026
HNRNPA1	0.0158359
STAT3	0.0158473
MYH9	0.0162103
LMNA	0.0184537
HNRNPA2B1	0.0187059
HSP90AA1	0.0187305
MCM2	0.0203168
KRT18	0.0219045
HNRNPH1	0.0219997
PABPC1	0.0224991
RPS19	0.0230398
EZR	0.0230967
PROK1	0.0241834
IL9	0.0246718
ANXA2	0.0249564
ILF3	0.0270656
YWHAZ	0.0282803
MCM7	0.0308701
PAK4	0.0321584
PHB	0.0323412
RC3H1	0.0327212
RPS18	0.0331414
CDK1	0.034548
ZNF587	0.0347324
HSPB1	0.0350393
STUB1	0.0356569
MYC	0.0359795
SKP2	0.0363505
NPM1	0.0372823
TFAP2A	0.0384232
GANAB	0.0386794
DAG1	0.0387098
ACTN4	0.0390574
CHD4	0.0401253
IFNA2	0.0401661
VAPA	0.0403717
PEAK1	0.0410326
GRB2	0.0412877
IGHG1	0.041375
GRN	0.0416049
CALR	0.0417659
TGFBR2	0.0417691
MAP1LC3B	0.0418535
EEF1G	0.0419211
WDYHV1	0.0420519
BRD4	0.0421247
IL1RN	0.0423054
HTT	0.0426855
IL22	0.0427493
CFTR	0.0427747
MSN	0.0429306
XRCC6	0.0433085
VIM	0.0434271
MAPK1	0.0435079
HSPA5	0.0436797
TPI1	0.043722
BMP5	0.0437301
YBX1	0.0438728
PKM	0.0440124
RIF1	0.0444543
SRC	0.0445198
NCBP3	0.0448378
PRMT1	0.044874
AIFM1	0.0453261
IFNG	0.0454514
IL1A	0.0455385
HSP90B1	0.0457358
FYN	0.04612
RPL31	0.0461606
YBX3	0.0465009
MDM2	0.046587
COPS5	0.0469069
ENO1	0.0470896
A2M	0.0474799
RPS4X	0.0478494
MAP4K4	0.0479699
TUBA1A	0.0479843
MYO18A	0.0482425
PPP2CA	0.0488436
ESR1	0.0489609
SUMO2	0.0491054
IL1B	0.0493967
SLC16A2	0.0495639
BAG6	0.0496474
ANP32A	0.0496614
CYLD	0.0497224
LIF	0.050316
BEX2	0.0506148
QKI	0.050696
MAP3K1	0.0508072
RALBP1	0.0508161
EFTUD2	0.0508813
PTMA	0.0508877
YWHAE	0.0509073
RPL35A	0.0515226
CASP3	0.0517651
DYNLL1	0.0519441
MAP3K7	0.0519455
BIRC3	0.0522784
PAK2	0.0524578
LGALS3	0.0527798
HADHB	0.0528902
HSPA9	0.0533047
SOS1	0.0538883
ACTB	0.0539277
MCM3	0.0542241
TUBB3	0.0545251
SRSF1	0.0545564
EEF1B2	0.0548414
CSNK2B	0.0548442
RPL9	0.0550111
CNOT1	0.0551962
EWSR1	0.0554796
ELAVL1	0.0555925
MTDH	0.0559174
CUL3	0.0562191
STAT5B	0.0564404
EPHB2	0.0567514
IL20	0.0568285
FBXW7	0.0568379
RBX1	0.0568735
SH3GL2	0.0569466
HGS	0.0570139
HIF1A	0.0571217
MAP2K1	0.0572583
IFNAR1	0.057351
GFER	0.0574563
BIRC2	0.0574602
RNF123	0.0575172
MID2	0.0576742
WFS1	0.0576855
LYN	0.0576918
TRAF6	0.0578384
COPS6	0.0579551
LIFR	0.0580227
